Radians,Distance
0.0,1.0
0.017453292519943295,0.9708020132051783
0.03490658503988659,0.9435399573999292
0.05235987755982989,0.9180392293883317
0.06981317007977318,0.8941458249857004
0.08726646259971647,0.8717233978105492
0.10471975511965978,0.85065080835204
0.12217304763960307,0.8308200705612416
0.13962634015954636,0.8121346227413722
0.15707963267948966,0.7945078645328748
0.17453292519943295,0.7778619134302063
0.19198621771937624,0.762126543352907
0.20943951023931956,0.7472382749323044
0.22689280275926285,0.7331395928198123
0.24434609527920614,0.7197782698128633
0.2617993877991494,0.7071067811865476
0.2792526803190927,0.6950817955083396
0.29670597283903605,0.6836637305492976
0.3141592653589793,0.6728163648031882
0.33161255787892263,0.6625064966744058
0.3490658503988659,0.6527036446661395
0.3665191429188092,0.6433797829465838
0.3839724354387525,0.6345091075362896
0.4014257279586958,0.626067829078113
0.4188790204786391,0.6180339887498949
0.4363323129985824,0.6103872943807281
0.4537856055185257,0.6031089742519528
0.47123889803846897,0.5961816464179739
0.4886921905584123,0.5895892016810482
0.5061454830783556,0.5833166986076653
0.5235987755982988,0.5773502691896258
0.5410520681182421,0.5716770339366601
0.5585053606381855,0.5662850253445197
0.5759586531581288,0.5611631188171805
0.5934119456780721,0.5563009702375945
0.6108652381980153,0.5516889594812459
0.6283185307179586,0.5473181392530233
0.6457718232379019,0.5431801887026482
0.6632251157578453,0.5392673713387918
0.6806784082777885,0.5355724968185146
0.6981317007977318,0.5320888862379561
0.7155849933176751,0.5288103405933354
0.7330382858376184,0.5257311121191337
0.7504915783575618,0.5228458782435741
0.767944870877505,0.520149717930801
0.7853981633974483,0.5176380902050416
0.8028514559173916,0.5153068146749491
0.8203047484373349,0.5131520538966959
0.8377580409572782,0.5111702974325147
0.8552113334772214,0.5093583474776071
0.8726646259971648,0.5077133059428725
0.8901179185171081,0.5062325628940015
0.9075712110370514,0.504913786259309
0.9250245035569946,0.5037549127294242
0.9424777960769379,0.5027541397817582
0.9599310885968813,0.5019099187716739
0.9773843811168246,0.5012209490405861
0.9948376736367679,0.5006861729989606
1.0122909661567112,0.5003047721494109
1.0297442586766545,0.5000761640219539
1.0471975511965976,0.5000000000000002
1.064650843716541,0.500076164021954
1.0821041362364843,0.500304772149411
1.0995574287564276,0.5006861729989606
1.117010721276371,0.5012209490405862
1.1344640137963142,0.5019099187716739
1.1519173063162575,0.5027541397817583
1.1693705988362009,0.5037549127294243
1.1868238913561442,0.5049137862593093
1.2042771838760873,0.5062325628940015
1.2217304763960306,0.5077133059428725
1.239183768915974,0.5093583474776072
1.2566370614359172,0.5111702974325149
1.2740903539558606,0.5131520538966959
1.2915436464758039,0.5153068146749492
1.3089969389957472,0.5176380902050416
1.3264502315156905,0.5201497179308012
1.3439035240356338,0.5228458782435741
1.361356816555577,0.5257311121191337
1.3788101090755203,0.5288103405933353
1.3962634015954636,0.5320888862379562
1.413716694115407,0.5355724968185145
1.4311699866353502,0.5392673713387919
1.4486232791552935,0.5431801887026483
1.4660765716752369,0.5473181392530235
1.4835298641951802,0.5516889594812461
1.5009831567151235,0.5563009702375946
1.5184364492350666,0.5611631188171806
1.53588974175501,0.5662850253445196
1.5533430342749532,0.5716770339366601
1.5707963267948966,0.5773502691896258
1.5882496193148399,0.5833166986076654
1.6057029118347832,0.5895892016810483
1.6231562043547265,0.596181646417974
1.6406094968746698,0.6031089742519529
1.6580627893946132,0.6103872943807283
1.6755160819145565,0.6180339887498951
1.6929693744344996,0.6260678290781129
1.710422666954443,0.6345091075362896
1.7278759594743862,0.6433797829465837
1.7453292519943295,0.6527036446661395
1.7627825445142729,0.6625064966744058
1.7802358370342162,0.6728163648031883
1.7976891295541595,0.6836637305492979
1.8151424220741028,0.6950817955083397
1.8325957145940461,0.7071067811865476
1.8500490071139892,0.7197782698128633
1.8675022996339325,0.7331395928198126
1.8849555921538759,0.7472382749323044
1.9024088846738192,0.7621265433529072
1.9198621771937625,0.7778619134302063
1.9373154697137058,0.7945078645328749
1.9547687622336491,0.8121346227413723
1.9722220547535925,0.8308200705612422
1.9896753472735358,0.8506508083520402
2.007128639793479,0.8717233978105491
2.0245819323134224,0.8941458249857008
2.0420352248333655,0.9180392293883317
2.059488517353309,0.9435399573999296
2.076941809873252,0.9708020132051782
2.0943951023931953,1.0
